,Company,Customer,Number_review,Language,Title,Date_review,Reply,Date_reply,Rating,Status,Experience Date
78,Cofidis,Caroline LECLERC,5 reviews,FR,Efficacité,"Jul 27, 2021","Bonjour Caroline. Merci pour votre commentaire, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une belle journée ! Christine de l'équipe Cofidis.","Jul 28, 2021",5,Invited,"EfficacitéTop, pro et efficace.Un grand merciDate of experience: July 27, 2021"
79,Cofidis,AMELIE LEHOUX,1 review,FR,Très bon service client,"Apr 14, 2022",Bonjour Amélie. Merci pour votre commentaire et votre note. Belle journée ! Séverine de l'équipe Cofidis.,"Apr 19, 2022",5,Invited,"Très bon service clientDate of experience: February 04, 2022"
80,Cofidis,MMADI,2 reviews,FR,Excellent,"Jun 6, 2022","Bonjour Mmadi. Merci pour votre commentaire, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une belle journée ! Isabelle de l'équipe Cofidis.","Jun 8, 2022",5,Invited,"ExcellentExcellent service clientDate of experience: June 06, 2022"
81,Cofidis,NASSIM BOUALEM,1 review,FR,Simple rapide est efficace,"May 4, 2022",Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Camille de l'équipe Cofidis.,"May 4, 2022",5,Invited,"Simple rapide est efficaceDate of experience: May 04, 2022"
82,Cofidis,ERIC ABRACHY,2 reviews,FR,PARFAIT....,"Sep 5, 2022","Bonsoir Eric,Je vous remercie pour votre commentaire et votre note !Je vous souhaite une bonne soirée.Insaf de l'équipe Cofidis.","Sep 5, 2022",5,Invited,"PARFAIT....Date of experience: September 05, 2022"
83,Cofidis,ELB,1 review,FR,Excellent service,"Aug 1, 2022",Bonjour ELB et merci pour votre retour plein de motivation ! 😉 Lionel de l'équipe Cofidis.,"Aug 5, 2022",5,Invited,"Excellent serviceDate of experience: August 01, 2022"
84,Cofidis,Sadie Cassar Mahoud,5 reviews,FR,Excellent..service irreprochable,"Oct 26, 2021",Bonjour Sadie. Je vous remercie pour votre message et votre note. Je vous souhaite une belle journée. Anthony de l'équipe Cofidis.,"Oct 26, 2021",5,Invited,"Excellent..service irreprochableDate of experience: October 26, 2021"
85,Cofidis,CHRISTIAN LATOUR,2 reviews,FR,acces au credit simple et rapide,"Oct 12, 2021","Bonjour Monsieur LATOUR Nous vous remercions pour votre commentaire et restons, à votre disposition, pour vous accompagner dans tous vos projets. Catherine de l'équipe Cofidis.","Oct 13, 2021",5,Invited,"acces au credit simple et rapideDate of experience: October 12, 2021"
86,Cofidis,ALi,1 review,FR,Très bon service,"Jun 21, 2022",Bonjour Ali ! Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Laurent de l'équipe Cofidis.,"Jun 22, 2022",5,Invited,"Très bon serviceDate of experience: June 21, 2022"
87,Cofidis,PATRICK BONNIN,1 review,FR,Super content,"Aug 22, 2022","Bonjour Patrick,Merci, ça fait plaisir ! 🤩Je vous souhaite une très belle journée.Insaf de l'équipe Cofidis.","Aug 23, 2022",5,Invited,"Super contentDate of experience: August 22, 2022"
88,Cofidis,Joby,1 review,FR,Excellent,"Dec 14, 2021","Bonjour Joby, merci beaucoup pour votre commentaire. Nous sommes heureux de vous proposer les solutions que vous attendiez. Bonne journée. Sébastien de l'équipe Cofidis.","Dec 14, 2021",5,Invited,"ExcellentExcellent service. RecommendedDate of experience: December 14, 2021"
89,Cofidis,Ennerika Yacana,2 reviews,FR,Très bonne prise en charge,"Oct 20, 2021","Bonjour Ennerika Yacana,Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Annick de l'équipe Cofidis.","Oct 21, 2021",5,Invited,"Très bonne prise en chargeDate of experience: October 20, 2021"
90,Cofidis,CHRISTELE VIALLE,2 reviews,FR,Très bon contact.,"May 27, 2022",Bonjour Christele. Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Alexia de l'équipe Cofidis.,"May 30, 2022",5,Invited,"Très bon contact.Date of experience: May 27, 2022"
91,Cofidis,Kelia ,8 reviews,GB,Process assez simple.,"Jun 8, 2022",Merci pour votre retour. A très bientôt chez Cofidis ! Aude de l'équipe Cofidis.,"Jun 9, 2022",5,Invited,"Process assez simple.Date of experience: June 08, 2022"
92,Cofidis,CHRISTIAN COGNAT,1 review,FR,impeccable,"Jul 10, 2022",Bonjour Christian. Merci pour votre commentaire et votre note. Belle journée ! Séverine de l'équipe Cofidis.,"Jul 13, 2022",5,Invited,"impeccableimpeccable, nickelDate of experience: July 10, 2022"
93,Cofidis,ROLAND TISSIER,1 review,FR,UN grand merci COFIIDIS,"Apr 25, 2022",Bonjour Roland.Nous sommes ravis de pouvoir vous accompagner pour vos petits et grands projets. A bientôt ! Antoine de l'équipe Cofidis.,"Apr 26, 2022",5,Invited,"UN grand merci COFIIDISDate of experience: April 25, 2022"
94,Cofidis,LOUFOUA AURELIA,2 reviews,FR,Simple,"Feb 1, 2022","Bonjour Aurélia,Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée. Insaf de l'équipe Cofidis","Feb 1, 2022",5,Invited,"SimpleSimple, rapide et efficaceDate of experience: February 01, 2022"
95,Cofidis,SEBASTIEN LEGRAIN,2 reviews,FR,Efficace,"Jan 31, 2022","Bonjour Sébastien,Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée. Bettina de l'équipe Cofidis.","Jan 31, 2022",5,Invited,"EfficaceSimple, rapide et efficaceDate of experience: January 31, 2022"
96,Cofidis,VALERIE BENOIST,3 reviews,FR,Rapide,"Jan 25, 2022","Bonjour Valérie, rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée. Sébastien de l'équipe Cofidis.","Jan 25, 2022",5,Invited,"RapideRapide , efficace , simpleDate of experience: January 25, 2022"
97,Cofidis,Client,2 reviews,FR,rapide et simple,"Jul 10, 2022",Rapide et simple ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée estivale. Laurence de l'équipe Cofidis.,"Jul 13, 2022",5,Invited,"rapide et simpleDate of experience: July 10, 2022"
98,Cofidis,SAID KHFIF,1 review,FR,Rapide,"Jan 11, 2022","Bonjour Mr Khfif, nous vous remercions pour votre message. Votre satisfaction est notre plus belle récompense. Nous restons à votre disposition pour toutes questions ou besoins. Olivier de l'équipe Cofidis.","Jan 12, 2022",5,Invited,"RapideRapide, simple et efficaceDate of experience: January 11, 2022"
99,Cofidis,DENIS REULLIN,1 review,FR,simple rapide et competant,"Jan 3, 2022","Bonjour Denis,Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée et une excellente année 2022. Aïcha de l'équipe Cofidis.","Jan 4, 2022",5,Invited,"simple rapide et competantDate of experience: January 03, 2022"
100,Cofidis,Nabil,2 reviews,FR,Excellent service,"Jun 27, 2022","Bonjour Nabil ! Merci pour votre retour, à très bientôt chez Cofidis ! Laurent de l'équipe Cofidis.","Jun 28, 2022",5,Invited,"Excellent serviceDate of experience: June 27, 2022"
101,Cofidis,Syst,17 reviews,FR,Très bon service,"Apr 27, 2022","Bonjour Syst, je vous remercie pour ce message, ça fait plaisir ! Belle journée. Alycia de l'équipe Cofidis.","Apr 27, 2022",5,Invited,"Très bon serviceDate of experience: April 27, 2022"
102,Cofidis,JIMMY MARCHAND,2 reviews,FR,Simple rapide efficace,"Apr 5, 2022",Bonjour Jimmy.Merci pour votre retour. A très bientôt chez Cofidis ! Antoine de l'équipe Cofidis.,"Apr 6, 2022",5,Invited,"Simple rapide efficaceDate of experience: April 05, 2022"
103,Cofidis,CELINE ROBERT,2 reviews,FR,Super,"Jan 3, 2022","Bonjour Céline,Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée et une bonne année 2022. Aïcha de l'équipe Cofidis.","Jan 4, 2022",5,Invited,"SuperRapide te efficace merci.Date of experience: January 03, 2022"
104,Cofidis,Client,10 reviews,FR,Rapide,"Oct 5, 2021","Bonjour, Mieux vous écouter, pour mieux répondre à vos attentes ! 😃 Merci pour votre commentaire. A bientôt. Bettina de l'équipe Cofidis.","Oct 6, 2021",5,Invited,"RapideSimple, rapide et efficace.Date of experience: October 05, 2021"
105,Cofidis,JOSEPHINE NGAKAM YOUMBI,1 review,FR,TRES SAFISTAITE,"Jul 4, 2022",Bonjour Joséphine. Un grand merci pour votre note et votre commentaire. Bonne journée ! Séverine de l'équipe Cofidis.,"Jul 5, 2022",5,Invited,"TRES SAFISTAITEDate of experience: July 04, 2022"
106,Cofidis,PATRICIA SANTOS,1 review,FR,Simple et rapide,"Jun 23, 2022","Bonjour Patricia, merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Alycia de l'équipe Cofidis.","Jun 24, 2022",5,Invited,"Simple et rapideDate of experience: June 23, 2022"
107,Cofidis,MICHEL HAUCOURT,1 review,FR,Service client au top,"Apr 5, 2022","Bonjour Michel,Merci beaucoup pour votre note et votre commentaire.Je vous souhaite une belle journée. Alexandre de l'équipe Cofidis.","Apr 6, 2022",5,Invited,"Service client au topDate of experience: April 05, 2022"
108,Cofidis,LOTFI RAMANI,2 reviews,FR,Excellent rapide et efficace,"Jul 6, 2021","Bonjour Monsieur RAMANI,Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable fin de journée. Julien de l'équipe Cofidis.","Jul 6, 2021",5,Invited,"Excellent rapide et efficaceDate of experience: July 06, 2021"
109,Cofidis,Client,4 reviews,FR,service clent au top,"Apr 18, 2022",Merci pour votre retour. A très bientôt chez Cofidis ! Aude de l'équipe Cofidis.,"Apr 20, 2022",5,Invited,"service clent au topDate of experience: May 03, 2021"
110,Cofidis,Leopold,2 reviews,FR,Excellente,"Jul 20, 2021","Bonjour Max, merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Sébastien de l'équipe Cofidis.","Jul 22, 2021",5,Invited,"ExcellenteExcellente merci beaucoup .Date of experience: July 20, 2021"
111,Cofidis,KARINA MOUNIE,1 review,FR,Super,"May 24, 2022",Bonjour Karina !Merci pour votre retour. A très bientôt chez Cofidis ! Sabin de l'équipe Cofidis.,"May 25, 2022",5,Invited,"SuperSuper merci merciDate of experience: May 24, 2022"
112,Cofidis,Client,4 reviews,FR,Rapide simple et efficace,"Oct 12, 2021","Bonjour,Merci pour votre commentaire et votre note 5 étoiles ! 🤩 A bientôt. Florian de l'équipe Cofidis.","Oct 13, 2021",5,Invited,"Rapide simple et efficaceDate of experience: October 12, 2021"
113,Cofidis,CHRISTELLE PUJOL,2 reviews,FR,Efficace,"Nov 24, 2021",Bonjour Christelle Pujol. Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Matthias de l'équipe Cofidis.,"Nov 25, 2021",5,Invited,"EfficaceEfficace Simple RapideDate of experience: November 24, 2021"
114,Cofidis,EMMANUEL YAMB KAMEN,1 review,FR,Nickel,"May 5, 2022","Bonjour Mr Kamen, merci pour votre message. Votre satisfaction est notre plus belle récompense. Nous restons à votre disposition pour toutes questions ou demandes. Olivier de l'équipe Cofidis","May 6, 2022",5,Invited,"NickelFranchement NickelDate of experience: May 05, 2022"
115,Cofidis,DAVID CREPIN,1 review,FR,Très content,"May 18, 2022",Bonjour David. Merci beaucoup pour votre message. A très vite ! Julien de l'équipe Cofidis.,"May 19, 2022",5,Invited,"Très contentDate of experience: May 18, 2022"
116,Cofidis,VANESSA REGHEERE,1 review,FR,excellent retour,"Sep 20, 2021",Bonjour Vanessa. Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée. Christine de l'équipe Cofidis.,"Sep 21, 2021",5,Invited,"excellent retourrapide simple et efficaceDate of experience: September 20, 2021"
117,Cofidis,Custodio Gomes Pereira,2 reviews,FR,Au top,"Feb 21, 2022","Bonjour Custodio, merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Alycia de l'équipe Cofidis","Feb 22, 2022",5,Invited,"Au topTrès bon contactDate of experience: February 21, 2022"
118,Cofidis,EDDY ANGELIQUE,2 reviews,FR,Simples,"Jul 6, 2021","Bonjour Eddy,Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée. Julien de l'équipe Cofidis.","Jul 6, 2021",5,Invited,"SimplesSimple, rapide et efficaceDate of experience: July 06, 2021"
119,Cofidis,RISBOURG,3 reviews,FR,Rapide,"Aug 24, 2021",Merci pour votre retour. A très bientôt chez Cofidis ! Sabin de l'équipe Cofidis.,"Aug 25, 2021",5,Invited,"RapideRapide SimpleDisponibleDate of experience: August 24, 2021"
120,Cofidis,JUANITA DUPORT,1 review,FR,interlocuteurs à l 'écoute,"Mar 13, 2023",Bonjour Juanita. Répondre à votre demande de la meilleure manière possible est une priorité pour nos conseillers ! Nous restons à votre disposition pour toutes vos futures demandes. Passez une bonne journée ! Valentin de l'équipe Cofidis,"Mar 14, 2023",4,Invited,"interlocuteurs à l 'écouteDate of experience: February 12, 2023"
121,Cofidis,SERGE,1 review,FR,Très bon service,"Jan 31, 2022",Bonjour Serge. Merci beaucoup pour votre message et votre note. Je vous souhaite une bonne journée. Anthony de l'équipe Cofidis.,"Jan 31, 2022",5,Invited,"Très bon serviceDate of experience: January 31, 2022"
122,Cofidis,Emilie,2 reviews,FR,Rapide et simple merci,"Dec 27, 2021","Bonjour EMILIE. Merci pour votre commentaire, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une belle journée ! Catherine de l'équipe Cofidis.","Dec 28, 2021",5,Invited,"Rapide et simple merciDate of experience: December 15, 2021"
123,Cofidis,VALERIE PERIOT,1 review,FR,Bonne transaction,"May 3, 2022",Bonjour ValérieMerci beaucoup pour votre message. A très vite ! Valérie de l'équipe Cofidis.,"May 4, 2022",5,Invited,"Bonne transactionDate of experience: May 03, 2022"
124,Cofidis,YVES BARAT,1 review,FR,Efficace simple et rapide,"Jul 26, 2021","Bonjour Yves, rapide et efficace ! Un grand merci. 💪🏻 Je vous souhaite une agréable journée. Sébastien de l'équipe Cofidis.","Jul 27, 2021",5,Invited,"Efficace simple et rapideDate of experience: July 26, 2021"
125,Cofidis,FREDERIC MARTIAL,1 review,FR,Simple et efficace,"Apr 12, 2022","Bonjour Fréderic, je suis ravie de lire votre témoignage. 😊 Bonne journée ! Alycia de l'équipe Cofidis.","Apr 13, 2022",5,Invited,"Simple et efficaceDate of experience: April 12, 2022"
126,Cofidis,VARDET SENANI,1 review,FR,rapide discret et simple,"Sep 20, 2021","Bonjour ! Merci pour votre retour, à très bientôt chez Cofidis ! Laurent de l'équipe Cofidis.","Sep 21, 2021",5,Invited,"rapide discret et simpleDate of experience: September 20, 2021"
127,Cofidis,Elizabeth Sheeter,2 reviews,FR,Service parfait!,"May 18, 2022",Bonjour Elizabeth et merci pour ce commentaire tout aussi parfait ! 😁 A bientôt pour d'autres projets ! Lionel de l'équipe Cofidis.,"May 19, 2022",5,Invited,"Service parfait!Date of experience: May 18, 2022"
128,Cofidis,PAMELA OZKAN,1 review,FR,Parfait,"May 16, 2022","Bonjour Pamela,Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Marion de l'équipe Cofidis.","May 17, 2022",5,Invited,"ParfaitParfait, simple.Date of experience: May 16, 2022"
129,Cofidis,MARIE FRANCE BECART,2 reviews,FR,Simple,"Sep 7, 2021",Bonjour Marie-France. Merci pour votre message. 😊 A bientôt ! Jean-Michel de l'équipe Cofidis. ,"Sep 7, 2021",5,Invited,"SimpleSimple. Rapide. EfficaceDate of experience: September 06, 2021"
130,Cofidis,LOISON DANIEL,3 reviews,FR,PARFAIT,"Feb 21, 2022","Bonjour Daniel, Merci pour ce message et ces 5 étoiles. A très bientôt ! 😁Camille de l'équipe clientèle","Feb 22, 2022",5,Invited,"PARFAITPARFAIT ; excellentDate of experience: February 21, 2022"
131,Cofidis,yannick,5 reviews,FR,bravo,"Sep 7, 2021","Merci pour vos applaudissements Yannick, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une belle fin de matinée ! Laurence de l'équipe Cofidis.","Sep 8, 2021",5,Invited,"bravobravoexcellent serviceDate of experience: September 07, 2021"
132,Cofidis,MAEVA DAST,1 review,FR,Simple et rapide,"Apr 25, 2022",Bonjour Maeva. Merci beaucoup pour votre message. A très vite ! Florian de l'équipe Cofidis.,"Apr 26, 2022",5,Invited,"Simple et rapideDate of experience: April 25, 2022"
133,Cofidis,BENOIT MAGNIN,2 reviews,FR,Nickel rien à dire,"Aug 17, 2021",Bonjour Benoit. Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Jean-Michel de l'équipe Cofidis.,"Aug 18, 2021",5,Invited,"Nickel rien à direDate of experience: August 17, 2021"
134,Cofidis,JEROME FRANQUEVILLE,1 review,FR,top service client,"Nov 2, 2021","Bonjour Jérôme. Merci pour votre commentaire, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une belle journée ! Christine de l'équipe Cofidis.","Nov 3, 2021",5,Invited,"top service clienttop le service clientDate of experience: November 02, 2021"
135,Cofidis,Frixium,1 review,FR,Service au top !,"Apr 11, 2022","Bonjour Frixium,C'est vous qui êtes la meilleure ! 😍 Merci beaucoup. Excellente et agréable journée. Céline de l'équipe Cofidis.","Apr 12, 2022",5,Invited,"Service au top !Date of experience: April 11, 2022"
136,Cofidis,FREDERIC SERGENT,1 review,FR,Rapide et simple,"Apr 11, 2022","Bonjour Frédéric Sergent,Merci pour votre retour. A très bientôt chez Cofidis ! Annick  de l'équipe Cofidis.","Apr 12, 2022",5,Invited,"Rapide et simpleDate of experience: April 11, 2022"
137,Cofidis,SOPHIE,2 reviews,FR,Simple et rapide,"Apr 8, 2022",Bonjour Sophie. Merci pour votre commentaire et votre note 5 étoiles ! 🤩 A bientôt. Christine de l'équipe Cofidis.,"Apr 11, 2022",5,Invited,"Simple et rapideDate of experience: April 08, 2022"
138,Cofidis,THOMAS BARRETEAU,1 review,FR,Bonne satisfaction,"Feb 7, 2022",Bonjour Thomas. Je vous remercie pour votre message et votre note. Je vous souhaite une belle journée. Anthony de l'équipe Cofidis.,"Feb 8, 2022",5,Invited,"Bonne satisfactionDate of experience: February 07, 2022"
139,Cofidis,MICHEL CLUGNAC,1 review,FR,Très bon service,"Sep 13, 2021","Bonjour Michel,Merci pour votre commentaire et votre note 5 étoiles ! 🤩 À bientôt. Céline de l'équipe Cofidis.","Sep 14, 2021",5,Invited,"Très bon serviceDate of experience: September 13, 2021"
140,Cofidis,BERNARD PAIN,1 review,FR,tre bon contact,"Apr 11, 2022","Bonjour Bernard. L'accueil de nos clients fait parti de nos priorités, je suis ravi d'apprendre que vous en êtes satisfait ! Je vous souhaite une très bonne journée. Valentin de l'équipe Cofidis.","Apr 12, 2022",5,Invited,"tre bon contactDate of experience: April 11, 2022"
141,Cofidis,MELINDA KABEYA KAZADI,1 review,FR,Site fiable merci,"Feb 15, 2022","Bonjour Madame Melinda Kabeya Kazadi,Merci pour votre retour. A très bientôt chez Cofidis ! Jocelyne de l'équipe Cofidis.","Feb 16, 2022",5,Invited,"Site fiable merciDate of experience: February 15, 2022"
142,Cofidis,JOSEPH CARRACILLO,1 review,FR,Bravo pour tout,"Apr 5, 2022",Bonjour JosephJe suis ravie de lire votre message.Bonne journée ! Valérie de l'équipe Cofidis.,"Apr 7, 2022",5,Invited,"Bravo pour toutDate of experience: April 05, 2022"
143,Cofidis,RCT,1 review,FR,excellent,"Oct 11, 2021",Bonjour RCT. Merci pour votre retour. A très bientôt chez Cofidis ! Jean-Michel de l'équipe Cofidis.,"Oct 12, 2021",5,Invited,"excellentExcellent service  !Date of experience: October 11, 2021"
144,Cofidis,RACHID BAGHDADI,1 review,FR,Très content,"Feb 7, 2022",Bonjour Monsieur RACHID BAGHDADIMerci beaucoup pour votre message. A très vite ! Catherine de l'équipe Cofidis.,"Feb 8, 2022",5,Invited,"Très contentDate of experience: February 07, 2022"
145,Cofidis,DAVID GOMES PEREIRA,1 review,FR,Parfait,"Dec 20, 2021","Bonjour David. Merci pour votre commentaire, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une belle journée ! Jérôme de l'équipe Cofidis.","Dec 21, 2021",5,Invited,"ParfaitService Parfait .Date of experience: December 20, 2021"
146,Cofidis,INTI JULIAN ESPINOSA FRANCO,1 review,FR,Simple et efficace,"Dec 14, 2021",Bonjour INTI JULIAN ESPINOSA FRANCO. Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Matthias de l'équipe Cofidis.,"Dec 14, 2021",5,Invited,"Simple et efficaceDate of experience: December 14, 2021"
147,Cofidis,CHANTAL GELY,1 review,FR,Simple et rapide,"Feb 21, 2022","Bonjour Chantal, merci beaucoup pour votre commentaire. Nous sommes heureux de vous proposer les solutions que vous attendiez. Bonne journée. Sébastien de l'équipe Cofidis.","Feb 22, 2022",5,Invited,"Simple et rapideDate of experience: February 21, 2022"
148,Cofidis,STEPHANE ESCOBAR,1 review,FR,.e3!,"Apr 12, 2022","Bonjour Stephane et merci pour ces étoiles. Je n'ai pas compris l'ensemble du commentaire, mais je suis certain que vous m'exprimez votre satisfaction ! 😂 A très vite ! Lionel de l'équipe Cofidis.","Apr 29, 2022",5,Invited,".e3!.rezzrzzerazz.Date of experience: March 12, 2022"
149,Cofidis,Nathalie,7 reviews,FR,Impeccable !,"May 18, 2022",Bonjour Nathalie et merci de votre retour net et précis ! 😉 A bientôt pour d'autres projets ! Lionel de l'équipe Cofidis.,"May 19, 2022",5,Invited,"Impeccable !Date of experience: May 18, 2022"
150,Cofidis,YVES BONNET,2 reviews,FR,Simple et efficace,"Nov 30, 2021","Bonjour Yves, merci, ça fait vraiment plaisir ! Nous ferons tout notre possible pour continuer à vous apporter satisfaction. A bientôt ! Sébastien de l'équipe Cofidis.","Dec 1, 2021",5,Invited,"Simple et efficaceDate of experience: November 30, 2021"
151,Cofidis,ALEX,1 review,FR,Super service client,"Aug 11, 2021","Bonjour Alessandre, je vous remercie de votre fidélité. Nous mettons tout en œuvre afin de vous apporter satisfaction. Bonne journée ! Sébastien de l'équipe Cofidis.","Aug 11, 2021",5,Invited,"Super service clientDate of experience: August 11, 2021"
152,Cofidis,KAREN ACHINI,1 review,FR,Au top,"Apr 18, 2022",Merci beaucoup pour votre message. A très vite ! Aude de l'équipe Cofidis.,"Apr 20, 2022",5,Invited,"Au topRapide et topDate of experience: April 18, 2022"
153,Cofidis,Madendi,2 reviews,FR,Bien satisfaction,"Dec 20, 2021",,,5,Invited,"Bien satisfactionDate of experience: December 20, 2021"
154,Cofidis,CLAUDE FRANCOIS,2 reviews,FR,Correct,"Sep 13, 2021",Bonjour Claude. Merci beaucoup pour votre message. A très vite ! Christine de l'équipe Cofidis.,"Sep 14, 2021",5,Invited,"CorrectCorrect, respect...Date of experience: September 13, 2021"
155,Cofidis,M TABORE MICHEL,4 reviews,FR,tres bon rapport,"Jan 17, 2022","Bonjour Michel,Merci pour votre retour. A très bientôt chez Cofidis ! Aïcha de l'équipe Cofidis.","Jan 18, 2022",5,Invited,"tres bon rapportDate of experience: January 17, 2022"
156,Cofidis,Frédéric Dupont,3 reviews,FR,Super merci,"Oct 12, 2021","Bonjour Monsieur DUPONT,Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Julien de l'équipe Cofidis.","Oct 13, 2021",5,Invited,"Super merciSuper encore merciDate of experience: October 12, 2021"
157,Cofidis,Iz,1 review,MA,Excellent service!!,"Aug 9, 2021","Bonjour Hind, merci, ça fait vraiment plaisir ! Nous ferons tout notre possible pour continuer à vous apporter satisfaction. A bientôt ! Sébastien de l'équipe Cofidis.","Aug 10, 2021",5,Invited,"Excellent service!!Date of experience: August 09, 2021"
158,Cofidis,STEPHANE JEUILLY,1 review,FR,Simple clair rapide,"Jul 20, 2021","Bonjour Stéphane, merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Sébastien de l'équipe Cofidis.","Jul 20, 2021",5,Invited,"Simple clair rapideDate of experience: July 20, 2021"
159,Cofidis,DYLAN BASTET,2 reviews,FR,Service excellent !,"Jul 7, 2021","Bonjour Dylan, Merci pour votre message. 😊 A bientôt ! Sébastien de l'équipe Cofidis. ","Jul 8, 2021",5,Invited,"Service excellent !Date of experience: July 07, 2021"
160,Cofidis,michel fernandez,5 reviews,FR,Super rapide,"Jun 30, 2021",Bonjour Michel et merci pour ce retour. C'est un plaisir de vous accompagner dans ce projet. A très vite pour d'autres demandes ! Lionel de l'équipe Cofidis.,"Jul 1, 2021",5,Invited,"Super rapideSuper rapide, merciDate of experience: June 30, 2021"
161,Cofidis,MAKUIZA KIMFUTA,1 review,FR,Super service !,"Jan 17, 2022","Bonjour MAKUIZA KIMFUTA,Merci pour votre retour. A très bientôt chez Cofidis ! Aïcha de l'équipe Cofidis.","Jan 18, 2022",5,Invited,"Super service !Date of experience: January 17, 2022"
162,Cofidis,THI THANH THAO PHAM,1 review,FR,Excellent service.,"Aug 11, 2021","Bonjour Thi Thanh Thao, je vous remercie de votre fidélité. Nous mettons tout en œuvre afin de vous apporter satisfaction. Bonne journée ! Sébastien de l'équipe Cofidis.","Aug 12, 2021",5,Invited,"Excellent service.Date of experience: August 11, 2021"
163,Cofidis,STEPHANIE BENOIT,1 review,FR,Simple et rapide,"Nov 24, 2021",Bonjour Stéphanie.Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée. Antoine de l'équipe Cofidis.,"Nov 25, 2021",5,Invited,"Simple et rapideDate of experience: November 24, 2021"
164,Cofidis,IDRISS HOARAU,2 reviews,FR,Excellent service,"Sep 20, 2021","Bonjour Idriss, je vous remercie de votre fidélité. Nous mettons tout en œuvre afin de vous apporter satisfaction. Bonne journée ! Sébastien de l'équipe Cofidis.","Sep 21, 2021",5,Invited,"Excellent serviceDate of experience: September 20, 2021"
165,Cofidis,COLETTE LETEVE,1 review,FR,super plus aimable,"Jul 13, 2021","Bonjour Madame Letève Colette,Je suis ravie de lire votre témoignage. 😊 Bonne journée ! Jocelyne de l'équipe Cofidis.","Jul 16, 2021",5,Invited,"super plus aimableDate of experience: July 13, 2021"
166,Cofidis,GAEL NDUENGA-BANGU,1 review,FR,Suivie impeccable,"Jul 20, 2021","Bonjour Gael, merci beaucoup pour votre commentaire. Nous sommes heureux de vous proposer les solutions que vous attendiez. Belle soirée. Sébastien de l'équipe Cofidis.","Jul 22, 2021",5,Invited,"Suivie impeccableDate of experience: July 20, 2021"
167,Cofidis,EDUARDO TOME VALENTE,1 review,FR,Exelent service,"Nov 8, 2021",Bonjour Eduardo. Merci pour votre note et votre commentaire. A bientôt ! Emmanuelle de l'équipe Cofidis.,"Nov 10, 2021",5,Invited,"Exelent serviceDate of experience: November 08, 2021"
168,Cofidis,Mme Laurence AUBERT,3 reviews,FR,Parfait service.,"Aug 9, 2021","Bonjour Laurence, merci beaucoup pour votre message. A très vite ! Wahiba de l'équipe Cofidis.","Aug 10, 2021",5,Invited,"Parfait service.Date of experience: August 09, 2021"
169,Cofidis,RACHEL DERMANIAN,2 reviews,FR,Exellent service,"Aug 3, 2021","Bonjour Madame DERMANIAN,Je suis ravi de lire votre commentaire. Je vous remercie pour le partage de cette expérience qui vous a apporté satisfaction. Bonne journée ! Julien de l'équipe Cofidis.","Aug 3, 2021",5,Invited,"Exellent serviceDate of experience: July 29, 2021"
170,Cofidis,Vivi,1 review,FR,Excellent,"Aug 3, 2021",Bonjour Vivi. Merci pour votre message. 😊 A bientôt ! Alexia de l'équipe Cofidis. ,"Aug 3, 2021",5,Invited,"ExcellentExcellent.......Date of experience: August 03, 2021"
171,Cofidis,NATHALIE LIMBO,2 reviews,FR,Service au top,"Nov 9, 2021",Bonjour Nathalie. Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Jérôme de l'équipe Cofidis.,"Nov 12, 2021",5,Invited,"Service au topDate of experience: November 09, 2021"
